"tweet_id","airline_sentiment"
569273777999241216,"negative"
568813269906890752,"negative"
570216406119157760,"positive"
569531969110974464,"positive"
568170493544673280,"negative"
569633257689518080,"negative"
570025681062633472,"negative"
569552378812194816,"neutral"
568511208011071488,"negative"
570263313306615808,"negative"
569155235156856832,"negative"
568894680881963008,"positive"
568540097639030784,"negative"
569128289178152960,"negative"
569839377104285696,"negative"
568165573869199360,"neutral"
569682667362344960,"negative"
570224962184867840,"negative"
569645082414080000,"negative"
567696188602712064,"negative"
569650547562811392,"negative"
567805458053099520,"neutral"
567760115579621376,"negative"
568203438099529728,"neutral"
570275153860386816,"negative"
568857374934601728,"negative"
569676387113672704,"negative"
570059462976917504,"negative"
568494596973600768,"negative"
570004391731847168,"neutral"
567823564167192576,"negative"
569687291007881216,"negative"
568828543423123456,"negative"
570109961511895040,"negative"
570236014238699520,"negative"
569589079710380032,"negative"
569672361890295808,"positive"
568051199565533184,"negative"
569253382898126848,"negative"
567840815331991552,"negative"
569225196386660352,"negative"
569855866255462400,"negative"
569677776384598016,"negative"
567893704058474496,"negative"
569556796525969408,"negative"
568977439398821888,"neutral"
569846990076387328,"negative"
570068649295241216,"negative"
570278869133107200,"negative"
570247748286435328,"negative"
569601363799359488,"negative"
570202097041305600,"negative"
570056859698270208,"negative"
570187100710002688,"negative"
570042186399657984,"negative"
568874175693242368,"negative"
568124691673686016,"negative"
569978187465166848,"positive"
569995514558550016,"positive"
568873459901702144,"negative"
569007629868998656,"negative"
569697701098602496,"negative"
569770321563279360,"negative"
568956535679758336,"negative"
569155666440355840,"negative"
569962245620248576,"negative"
569907965223763968,"negative"
569614651400585216,"negative"
569525452081111040,"neutral"
570061375592136704,"negative"
570071482182692864,"negative"
569636551321194496,"negative"
570269633778855936,"negative"
569993782311198720,"positive"
569988016074149888,"negative"
568397976110010368,"negative"
569232480181489664,"positive"
568417151176060928,"negative"
567853668608925696,"negative"
570079041547472896,"negative"
569955742276407296,"neutral"
570269633778855936,"negative"
569591310589431808,"negative"
567776761510907904,"neutral"
569215035089690624,"positive"
570186514178519040,"negative"
568606685230555136,"negative"
570269774594224128,"neutral"
569189652080533504,"negative"
570306662575300608,"negative"
569900620095856640,"negative"
569936893325897728,"negative"
569576418855620608,"negative"
567806788708626432,"neutral"
569904824793362432,"negative"
570262676481421312,"negative"
568813649336381440,"negative"
567843811990376448,"negative"
569253285015752704,"negative"
567844774994014208,"negative"
569941344053018624,"negative"
568156758025187328,"negative"
569621349095702528,"negative"
568601527591440384,"negative"
567829543723102208,"negative"
569612379811676160,"negative"
569180531742486528,"negative"
568800805475782656,"neutral"
567896250013601792,"neutral"
570272387985514496,"negative"
569683696422244352,"negative"
569884754281046016,"neutral"
570274057729519616,"negative"
569623211324735488,"negative"
570002236065116160,"negative"
568474825989054464,"negative"
569890084893413376,"neutral"
569931787398303744,"positive"
569659646916440064,"positive"
569851972645466112,"negative"
568431356037996544,"negative"
569710389757419520,"negative"
568204231271796736,"negative"
568488247514554368,"negative"
569758821310017536,"negative"
569878685723049984,"positive"
568437450927955968,"positive"
567723431513575424,"negative"
569991529764409344,"positive"
568801701378928640,"neutral"
567886241179377664,"negative"
570265397058002944,"negative"
569332237138841600,"negative"
570303383782989824,"negative"
567823930985091072,"negative"
568066302818058240,"negative"
569373743698591744,"neutral"
570130746356211712,"negative"
569651021175267328,"negative"
568592809344819200,"negative"
569459618881019904,"neutral"
567872614296862720,"negative"
569586471570534400,"negative"
569944281512685568,"negative"
569723994468962304,"negative"
569866490423349248,"positive"
570251909447192576,"negative"
569910053249142784,"negative"
569961070519050240,"negative"
567821133245067264,"positive"
568034530667274240,"negative"
569549401364029440,"negative"
568171002208886784,"neutral"
570306867135696896,"negative"
569380416219709440,"negative"
569175548632698880,"negative"
567614049425555456,"negative"
568725291247525888,"negative"
568535586325303296,"negative"
567748565095968768,"negative"
569914894868328448,"negative"
569911713459408896,"negative"
569590988395708416,"positive"
569676702030262272,"negative"
567917894144770048,"negative"
568868305697525760,"positive"
570001064424026112,"positive"
569594026732740608,"negative"
567730472076464128,"negative"
568234992557527040,"negative"
569586179185754112,"negative"
568971982554963968,"negative"
568116534855503872,"negative"
570192886689628160,"positive"
570246094157946880,"positive"
567796079446745088,"positive"
569622447869304832,"negative"
569949297220980736,"neutral"
569617202984255488,"negative"
569726849988878336,"negative"
569974772551032832,"negative"
570029599930880000,"negative"
570253313368698880,"negative"
568602597197623296,"neutral"
569718465034096640,"negative"
570239546673238016,"negative"
569517721764786176,"neutral"
567718292530688000,"neutral"
570159741441335296,"negative"
568612181480243200,"positive"
568286497796812800,"negative"
569167514300784640,"negative"
568794464749264896,"negative"
569895406869483520,"positive"
567776258621464576,"negative"
568844772191940608,"negative"
568611514711552000,"negative"
569028851860254720,"neutral"
567887502306050048,"negative"
569247724496822272,"negative"
569696039914971136,"positive"
568180868126150656,"positive"
570048890466111488,"negative"
569889547162669056,"negative"
569224824066842624,"negative"
569143946930196480,"positive"
568811069575204864,"negative"
568381535063306240,"negative"
569368352868556800,"positive"
569741986502041600,"negative"
569971070394101760,"negative"
568073191068794880,"negative"
570001092206923776,"negative"
569454437288140800,"negative"
567730696656273408,"neutral"
569277352129138688,"neutral"
568011684067078144,"negative"
568785393358905344,"negative"
567826899776446464,"neutral"
569993444342534144,"negative"
568005542997860352,"negative"
569905124723675136,"negative"
569259056017178624,"negative"
568502112457510912,"negative"
568864286266814464,"positive"
570054360505323520,"negative"
570270651996463104,"negative"
569701230479413248,"negative"
569428644432617472,"positive"
570031016800161792,"negative"
569919996568215552,"positive"
568566729992847360,"positive"
567769337256484864,"negative"
568240338164252672,"negative"
568116430966648832,"negative"
569835918955143168,"negative"
568428224813916160,"neutral"
567729658276237312,"negative"
568894248457646080,"negative"
569937767775510528,"neutral"
568084209656573952,"negative"
569633166031511552,"neutral"
568212893012860928,"negative"
568855251123449856,"negative"
568234955672694784,"negative"
569931677868273664,"negative"
570074886606958592,"neutral"
569672974657146880,"negative"
568969371118391296,"negative"
569745686784315392,"negative"
567774320170119168,"positive"
569654428636049408,"positive"
569890333456117760,"neutral"
570260984704700416,"negative"
569974766393823232,"negative"
568494200163074048,"negative"
568884252110159872,"positive"
569684433218875392,"negative"
567806872410161152,"neutral"
568649338005487616,"neutral"
568799543698935808,"negative"
569947033857069056,"negative"
567738171215994880,"negative"
569669059941261312,"negative"
569681831039074304,"negative"
569310253315174400,"neutral"
569944699877724160,"positive"
568647808619659264,"neutral"
570037969819545600,"negative"
569551241967067136,"negative"
568620349027323904,"negative"
567762071258152960,"neutral"
568989005162766336,"neutral"
569347252550017024,"negative"
567778606546694144,"negative"
567812369902133248,"negative"
569761641211895808,"neutral"
569598942821744640,"negative"
568820729879367680,"negative"
569859950215700480,"neutral"
569482263345307648,"neutral"
568256282668302336,"negative"
568776831006064640,"negative"
569927792781086720,"neutral"
568146952635854848,"neutral"
568903773491306496,"neutral"
569864610016321536,"negative"
569595899204255744,"negative"
568303606710956032,"neutral"
568639679496454144,"negative"
569481897203494912,"negative"
569185441171316736,"neutral"
569252529596297216,"negative"
570249520736374784,"negative"
569330686135537664,"negative"
567801567630618624,"negative"
569624865558245376,"negative"
568932061882552320,"negative"
569327066887401472,"negative"
569747046338588672,"negative"
569720491830878208,"positive"
569639587842281472,"negative"
568947250325561344,"negative"
569236557367939072,"negative"
567881305754595328,"negative"
568560083103137792,"negative"
569887957810864128,"negative"
569618327078887424,"negative"
568818998445522944,"neutral"
569881453842042880,"negative"
568821268239089664,"negative"
569603523954016256,"negative"
569436595746684928,"negative"
568157634999783424,"neutral"
570275248052039680,"negative"
568853244476309504,"negative"
568882359409340416,"negative"
569534372954681344,"negative"
569246786440830976,"negative"
570236690637459456,"neutral"
568968393765711872,"negative"
569748289945362432,"negative"
568856846523502592,"negative"
569508707178057728,"negative"
570043199596531712,"negative"
569738779931623424,"positive"
569603669114511360,"negative"
568948008160661504,"negative"
569855814716039168,"negative"
569598511483789312,"neutral"
569597711789502464,"positive"
569990163209850880,"neutral"
569894307508965376,"neutral"
567770910107897856,"negative"
568832749093687296,"negative"
569593810390425600,"negative"
568768837744611328,"neutral"
569619171866222592,"positive"
569811013786312704,"negative"
570206077826039808,"neutral"
568845553104068608,"neutral"
568161901089132544,"negative"
568176138574372864,"neutral"
569900832616943616,"negative"
568568900767653888,"positive"
567881731967229952,"negative"
570264153559949312,"negative"
569235531973832704,"neutral"
568929299350179840,"negative"
569912776199704576,"negative"
568832907525152768,"negative"
570052879643381760,"positive"
568308464985903104,"negative"
570276434763128832,"neutral"
570265780186710016,"negative"
569503518224211968,"positive"
567860982422306816,"negative"
569169690997751808,"negative"
568825255604699136,"negative"
569958524270342144,"negative"
569666708278878208,"neutral"
569878537999503360,"negative"
569947823615012864,"neutral"
569865115291533312,"negative"
569760267485122560,"negative"
569312530620817408,"negative"
569110078403551232,"negative"
570048804550004736,"negative"
569766956062134272,"neutral"
569241701434449920,"positive"
569847788986462208,"negative"
570002509906837504,"positive"
569934048346251264,"neutral"
569601628279480320,"negative"
568106916897034240,"negative"
569247769166266368,"negative"
567800771774001152,"negative"
569894690566369280,"negative"
568389266155438080,"negative"
569301386262745088,"neutral"
568105765442945024,"positive"
569884756684476416,"negative"
569192778468626432,"neutral"
567831806944223232,"negative"
569663351124422656,"negative"
570283544125288448,"negative"
569514063019053056,"neutral"
569287399131389952,"negative"
568098794031714304,"negative"
568491813528576000,"negative"
569382354529030144,"negative"
569156387789361152,"negative"
567866673325285376,"negative"
567735409724366848,"negative"
568609430754865152,"negative"
567752558207586304,"positive"
569030219438239744,"negative"
569159333499576320,"negative"
567830627219939328,"negative"
567790272265887744,"neutral"
569576321011077120,"negative"
569308168364425216,"negative"
568836390991101952,"negative"
568273514970501120,"negative"
568096711450566656,"negative"
569124760224813056,"negative"
569262088008417280,"negative"
569674349734711296,"negative"
569674205920411648,"negative"
569543771181981696,"negative"
569957187138797568,"negative"
570302375510056960,"negative"
569933357515026432,"negative"
568489967808327680,"negative"
569027718626480128,"neutral"
568532825281937408,"positive"
569733882007801856,"negative"
569184886424268800,"negative"
569544271017037824,"positive"
567813515353804800,"neutral"
570048275367079936,"negative"
570177593250582528,"negative"
569956726318850048,"neutral"
568982253553844224,"negative"
569810928449003520,"negative"
568483491819753472,"neutral"
569562007671853056,"negative"
569566880006086656,"neutral"
569530483022962688,"negative"
569604909571678208,"negative"
570193464467570688,"negative"
569514902748061696,"negative"
568058084846911488,"negative"
569232650965102592,"negative"
570241070577139712,"negative"
569483642931691520,"negative"
568845552114405376,"negative"
569788202174713856,"negative"
569009996668624896,"negative"
569940462678749184,"negative"
569880105507540992,"neutral"
568974120030875648,"negative"
569622857120137216,"negative"
570255256589766656,"negative"
570057871058079744,"negative"
568923795228139520,"negative"
567821528424845312,"positive"
567780392179351552,"negative"
570137183442608128,"negative"
568841635049533440,"negative"
569921267601580032,"negative"
569996707443970048,"negative"
569115097198690304,"negative"
569555072067051520,"negative"
568534166742003712,"negative"
568462314388656128,"negative"
570239952975482880,"negative"
567863933018640384,"neutral"
569868638968254464,"negative"
569208480793567232,"neutral"
570241403822813184,"neutral"
568748242109927424,"negative"
569970518381744128,"negative"
569558377178603520,"negative"
569295822006960128,"negative"
568573387817291776,"neutral"
569913667476549632,"negative"
569681499928158208,"positive"
569902181366820864,"negative"
569688698301784064,"negative"
570095696491241472,"positive"
569645368075554816,"negative"
569639607639285760,"negative"
569300435091251200,"negative"
569964582606934016,"negative"
569842452716236800,"negative"
569600137296633856,"positive"
568931996891807744,"negative"
569256468198924288,"negative"
569565468937232384,"negative"
569925082832728064,"neutral"
568482252168019968,"neutral"
568763245911126016,"positive"
569500986638798848,"positive"
570183297759752192,"neutral"
567756085583302656,"positive"
567852550512181248,"neutral"
569900367254831104,"positive"
569672055471210496,"neutral"
569379979055796224,"negative"
569961866224652288,"neutral"
570297185704812544,"negative"
569328072027189248,"negative"
567831434838159360,"positive"
568454321219596288,"negative"
569650813070483456,"negative"
569696793652371456,"negative"
567898269961101312,"negative"
569975778953142272,"negative"
569668448718073856,"negative"
569705524138090496,"negative"
569863714704220160,"negative"
570257107737571328,"negative"
568703064691113984,"negative"
568621122368851968,"positive"
569910335353851904,"neutral"
567874275388043264,"positive"
569650936911683584,"negative"
569644350906310656,"negative"
569600291290656768,"neutral"
569596469105299456,"neutral"
569183862493810688,"negative"
570217145428090880,"negative"
570291828349669376,"negative"
569616490380439552,"positive"
569343882389016576,"negative"
569864863171764224,"negative"
567698031081160704,"negative"
569880100218544128,"negative"
570042700835082240,"negative"
567734618095230976,"negative"
567842593440145408,"neutral"
570087006593642496,"negative"
568454694756069376,"negative"
569906662061944832,"negative"
570197589280366592,"negative"
568852572188098560,"negative"
569634364780351488,"negative"
569500867159699456,"negative"
569528523418775552,"negative"
569342641571291136,"negative"
569866081164111872,"negative"
569983750798516224,"negative"
568161284249796608,"positive"
568106054283882496,"negative"
567885057085566976,"negative"
570040750412406784,"positive"
568428195193729024,"neutral"
569513811285311488,"negative"
568192567348604928,"negative"
569212376421158912,"negative"
567777150145949696,"negative"
570242474750423040,"negative"
568776950665371648,"negative"
569915610890547200,"negative"
568448077624770560,"positive"
567725125194493952,"negative"
568018287302447104,"negative"
569221156504530944,"neutral"
569987348772950016,"negative"
569938845111848960,"neutral"
570116209263427584,"negative"
569929141962698752,"negative"
569911674158731264,"negative"
568603024320434176,"negative"
567850537716092928,"negative"
568190250377461760,"negative"
568274949275824128,"negative"
568777943104802816,"negative"
569911608278974464,"negative"
569633287204773888,"negative"
569575679722786816,"negative"
567845726220357632,"neutral"
568109565796958208,"negative"
569902284710084608,"positive"
570303797605617664,"negative"
569921309439709184,"negative"
568839596261249024,"negative"
570291157340704768,"positive"
569894449620369408,"negative"
568861835568369664,"negative"
567885401714589696,"negative"
568807823187976192,"neutral"
568114097142652928,"neutral"
569321739093614592,"negative"
570039094257938432,"neutral"
570121135603486720,"negative"
569514124490579968,"negative"
568829852721106944,"negative"
568668179158806528,"neutral"
569983030108024832,"negative"
570294445020733440,"negative"
568633534627381248,"negative"
569617776509378560,"neutral"
568373623737556992,"negative"
567760474553348096,"positive"
569925291331735552,"negative"
569975294158901248,"negative"
570184234498805760,"neutral"
570101910402940928,"negative"
568482412990218240,"negative"
568220487500709888,"neutral"
568479399273758720,"neutral"
568201465958772736,"positive"
568883475534745600,"negative"
567931567881875456,"positive"
569983826245496832,"negative"
569248843532886016,"positive"
569971722155208704,"negative"
567768330624372736,"positive"
568140010458894336,"positive"
569857128988602368,"negative"
569930805688053760,"negative"
569529608862875648,"negative"
570298036938772480,"negative"
569922305423495168,"negative"
569844782702338048,"negative"
569642306640306176,"negative"
569709901737406464,"negative"
569248875825008640,"negative"
569569272898445312,"negative"
570246963901427712,"negative"
568539193669914624,"positive"
568155289146363904,"negative"
570242205463359488,"positive"
568085705479618560,"negative"
569604805116563456,"negative"
568898792247992320,"neutral"
569635623348215808,"negative"
569861209781989376,"neutral"
568172839758630912,"negative"
569720605383241728,"negative"
568215000306724864,"neutral"
568170564289867776,"negative"
569903377598914560,"neutral"
568433716206436352,"negative"
569593278636675072,"negative"
569620643810926592,"negative"
570039630973829120,"negative"
569570819757752320,"negative"
569325005823217664,"negative"
568173435173482496,"neutral"
568859503472422912,"negative"
568053732929359872,"positive"
567889601869668352,"negative"
569966826639110144,"negative"
569976131748823040,"negative"
570128126480674816,"negative"
568487509958774784,"negative"
569830923597955072,"neutral"
570072252026376192,"negative"
569225585181880320,"negative"
569683748901367808,"positive"
569871433662271488,"negative"
569552945324273664,"negative"
568456334581981184,"negative"
569939614175248384,"neutral"
569347118034501632,"positive"
570179562174328832,"negative"
570267929322921984,"neutral"
570196007243395072,"positive"
569958127258497024,"neutral"
568962000614658048,"neutral"
